text,label,source
L'OMS recommande 150 minutes d'activité physique modérée par semaine pour les adultes. Cette pratique régulière réduit significativement les risques de maladies cardiovasculaires.,0,synthetic_fr
Une étude publiée dans Nature révèle que les forêts tropicales absorbent 30% de nos émissions de CO2. Leur préservation est cruciale pour limiter le réchauffement climatique.,0,synthetic_fr
Le Parlement européen a voté de nouvelles normes sur les emballages plastiques. Les États membres devront réduire de 15% leur utilisation d'ici 2030.,0,synthetic_fr
Les chercheurs du CNRS ont identifié une protéine clé dans la régénération cellulaire. Cette découverte ouvre des perspectives pour le traitement des lésions nerveuses.,0,synthetic_fr
La vaccination contre la grippe saisonnière débute en octobre dans la plupart des pharmacies françaises. Les personnes de plus de 65 ans sont prioritaires.,0,synthetic_fr
Le niveau des océans a augmenté de 9 cm depuis 1993 selon les données satellites de la NASA. Cette tendance s'accélère avec la fonte des glaces polaires.,0,synthetic_fr
Le ministère de la Santé lance une campagne de prévention contre les troubles du sommeil. 30% des Français dorment moins de 6 heures par nuit.,0,synthetic_fr
Des scientifiques ont observé pour la première fois la fusion de deux trous noirs de masses inégales. L'événement a généré des ondes gravitationnelles détectées par LIGO.,0,synthetic_fr
Le gouvernement annonce un plan de rénovation énergétique de 500 000 logements par an. L'objectif est d'atteindre la neutralité carbone d'ici 2050.,0,synthetic_fr
Une canicule précoce touche le sud de l'Europe avec des températures dépassant 35°C. Météo-France place plusieurs départements en vigilance orange.,0,synthetic_fr
L'Inserm publie une étude sur les effets du jeûne intermittent sur le métabolisme. Les résultats montrent une amélioration de la sensibilité à l'insuline.,0,synthetic_fr
La Commission européenne propose d'interdire huit substances chimiques dans les cosmétiques. Ces composés sont suspectés d'être des perturbateurs endocriniens.,0,synthetic_fr
Le taux de recyclage des déchets en France atteint 68% en 2023. L'objectif européen est fixé à 75% d'ici 2030.,0,synthetic_fr
Des astronomes ont détecté des molécules organiques complexes sur une exoplanète. Cette découverte renforce l'hypothèse de conditions favorables à la vie.,0,synthetic_fr
L'Assemblée nationale débat d'un projet de loi sur la fin de vie. Les discussions portent sur l'aide active à mourir pour les malades en phase terminale.,0,synthetic_fr
Les antibiotiques perdent de leur efficacité face à certaines bactéries résistantes. L'OMS classe ce phénomène parmi les dix principales menaces sanitaires mondiales.,0,synthetic_fr
La banquise arctique a atteint son minimum annuel avec une surface inférieure de 2 millions de km² à la moyenne. Les scientifiques confirment une tendance au déclin.,0,synthetic_fr
Un nouveau variant du virus de la grippe aviaire inquiète les autorités sanitaires. Aucune transmission interhumaine n'a été documentée à ce jour.,0,synthetic_fr
Le Sénat adopte une loi visant à protéger 30% des zones marines françaises. Les aires protégées favorisent la régénération des écosystèmes.,0,synthetic_fr
Des physiciens ont réussi à maintenir un état de superposition quantique pendant 20 minutes. Ce record constitue une avancée majeure pour l'informatique quantique.,0,synthetic_fr
La consommation d'alcool est responsable de 41 000 décès par an en France selon Santé Publique France. Les cancers représentent la moitié de ces décès.,0,synthetic_fr
Le budget de la recherche publique augmente de 3% en 2024. Les sciences du climat et la santé sont les secteurs prioritaires.,0,synthetic_fr
Une espèce de champignon inconnu a été découverte en Amazonie. Il pourrait avoir des propriétés antibiotiques prometteuses.,0,synthetic_fr
Les émissions de gaz à effet de serre de la France ont baissé de 5% en 2023. Cette réduction reste insuffisante pour respecter les accords de Paris.,0,synthetic_fr
L'Institut Pasteur lance un essai clinique pour un vaccin contre le chikungunya. 4 500 volontaires participent à cette étude de phase 3.,0,synthetic_fr
Le nombre d'épisodes de sécheresse en Europe a doublé en vingt ans. Les nappes phréatiques peinent à se reconstituer malgré les précipitations hivernales.,0,synthetic_fr
Un rapport parlementaire pointe les inégalités d'accès aux soins dans les zones rurales. Le temps d'accès moyen à un médecin généraliste dépasse 30 minutes pour 6 millions de Français.,0,synthetic_fr
Des ingénieurs ont développé une batterie sodium-ion plus écologique que le lithium. Cette technologie pourrait équiper les véhicules électriques d'ici 5 ans.,0,synthetic_fr
"La mortalité par cancer diminue de 1,5% par an en France grâce aux progrès thérapeutiques. Le dépistage précoce reste un facteur déterminant.",0,synthetic_fr
Le Conseil constitutionnel valide la loi sur la restauration de la nature. Les États membres devront restaurer 20% des écosystèmes dégradés d'ici 2030.,0,synthetic_fr
Une étude de l'INRAE montre que l'agriculture biologique favorise la biodiversité. Les parcelles bio abritent 30% d'espèces d'insectes en plus.,0,synthetic_fr
Le nombre de cas de rougeole en Europe a triplé en un an selon l'OMS. Cette recrudescence est liée à une baisse de la couverture vaccinale.,0,synthetic_fr
Des chercheurs ont mis au point un test sanguin capable de détecter 50 types de cancers. Sa commercialisation est prévue dans les trois prochaines années.,0,synthetic_fr
"La température moyenne mondiale pourrait dépasser 1,5°C dès 2027 selon le GIEC. Ce seuil critique était initialement prévu pour 2040.",0,synthetic_fr
Le ministère de l'Éducation annonce le renforcement de l'enseignement des sciences au collège. Deux heures supplémentaires seront consacrées aux sciences expérimentales.,0,synthetic_fr
Les microplastiques ont été détectés dans 90% des échantillons de sang humain analysés. Leurs effets sur la santé font l'objet d'études approfondies.,0,synthetic_fr
"Un séisme de magnitude 5,2 a été ressenti dans le sud-est de la France. Aucun dégât majeur n'est à déplorer selon les autorités.",0,synthetic_fr
L'espérance de vie en bonne santé stagne à 64 ans en France. Les maladies chroniques affectent une part croissante de la population.,0,synthetic_fr
La Cour des comptes critique le retard de la France dans le déploiement des énergies renouvelables. L'éolien offshore accuse dix ans de retard sur les objectifs.,0,synthetic_fr
Des neurobiologistes ont identifié un mécanisme cérébral impliqué dans la dépression. Cette découverte pourrait mener à de nouveaux traitements.,0,synthetic_fr
Le gouvernement présente son plan national de lutte contre l'antibiorésistance. Il prévoit une réduction de 25% de la consommation d'antibiotiques d'ici 2027.,0,synthetic_fr
Les populations d'insectes pollinisateurs ont chuté de 75% en Europe en trente ans. Cette disparition menace 80% des cultures vivrières.,0,synthetic_fr
Un nouveau traitement contre la leucémie montre des résultats encourageants lors des essais de phase 2. Le taux de rémission atteint 70% des patients.,0,synthetic_fr
"La fonte du pergélisol libère du méthane, un gaz à effet de serre 25 fois plus puissant que le CO2. Ce phénomène accélère le réchauffement climatique.",0,synthetic_fr
Le Parlement vote l'interdiction de l'élevage d'animaux pour leur fourrure. Cette mesure entrera en vigueur progressivement sur cinq ans.,0,synthetic_fr
Des astrophysiciens ont cartographié 25 millions de trous noirs dans l'univers observable. Ces données affinent notre compréhension de l'évolution galactique.,0,synthetic_fr
La pollution de l'air cause 40 000 décès prématurés par an en France selon l'Agence européenne de l'environnement. Les particules fines sont les plus nocives.,0,synthetic_fr
